Data,Ora,Data Valore,Prodotto,ISIN,Descrizione,Borsa,Variazioni,,Saldo,,ID Ordine
04-01-2021,12:18,04-01-2021,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.04,EUR,147.98,
04-01-2021,11:09,31-12-2020,,,DEGIRO Exchange Connection Fee 2020 (Euronext Paris - EPA),,EUR,-0.05,EUR,148.02,
04-01-2021,11:09,31-12-2020,,,DEGIRO Exchange Connection Fee 2020 (New York Stock Exchange - NSY),,EUR,-0.05,EUR,148.07,
04-01-2021,11:09,31-12-2020,,,DEGIRO Exchange Connection Fee 2020 (Nasdaq - NDQ),,EUR,-0.05,EUR,148.12,
04-01-2021,11:09,31-12-2020,,,DEGIRO Exchange Connection Fee 2020 (NYSE American - ASE),,EUR,-0.05,EUR,148.17,
04-01-2021,11:09,31-12-2020,,,DEGIRO Exchange Connection Fee 2020 (Euronext Amsterdam - EAM),,EUR,-0.05,EUR,148.22,
01-01-2021,08:11,31-12-2020,,,Prelievo FX,,EUR,0.04,EUR,148.27,
01-01-2021,08:11,31-12-2020,,,Prelievo FX,1.2228,USD,-0.06,USD,0.00,
01-01-2021,06:10,31-12-2020,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.09,USD,0.06,
01-01-2021,06:10,31-12-2020,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,-0.03,
31-12-2020,05:00,31-12-2020,,,Flatex Interest,,EUR,-0.40,EUR,148.23,
23-12-2020,09:46,23-12-2020,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 67,42 EUR",,,,EUR,148.63,
23-12-2020,09:46,23-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,67.42,EUR,216.05,
22-12-2020,16:49,22-12-2020,KIRKLAND LAKE GOLD LTD,CA49741E1007,Credito FX,1.2184,USD,81.52,USD,0.00,39c61695-e489-417d-a33f-32eff48144a0
22-12-2020,16:49,22-12-2020,KIRKLAND LAKE GOLD LTD,CA49741E1007,Prelievo FX,,EUR,-66.91,EUR,148.63,39c61695-e489-417d-a33f-32eff48144a0
22-12-2020,16:49,22-12-2020,KIRKLAND LAKE GOLD LTD,CA49741E1007,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,215.54,39c61695-e489-417d-a33f-32eff48144a0
22-12-2020,16:49,22-12-2020,KIRKLAND LAKE GOLD LTD,CA49741E1007,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,215.55,39c61695-e489-417d-a33f-32eff48144a0
22-12-2020,16:49,22-12-2020,KIRKLAND LAKE GOLD LTD,CA49741E1007,"Acquisto 2 KIRKLAND LAKE GOLD LTD@40,76 USD (CA49741E1007)",,USD,-81.52,USD,-81.52,39c61695-e489-417d-a33f-32eff48144a0
21-12-2020,10:15,21-12-2020,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 49,32 EUR",,,,EUR,216.05,
21-12-2020,10:15,21-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,49.32,EUR,265.37,
18-12-2020,21:02,18-12-2020,REALTY INCOME CORPORAT,US7561091049,Credito FX,1.2228,USD,59.70,USD,0.00,b6e11420-a5c7-4ce1-bd99-edc94f9c20a8
18-12-2020,21:02,18-12-2020,REALTY INCOME CORPORAT,US7561091049,Prelievo FX,,EUR,-48.82,EUR,216.05,b6e11420-a5c7-4ce1-bd99-edc94f9c20a8
18-12-2020,21:02,18-12-2020,REALTY INCOME CORPORAT,US7561091049,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,264.87,b6e11420-a5c7-4ce1-bd99-edc94f9c20a8
18-12-2020,21:02,18-12-2020,REALTY INCOME CORPORAT,US7561091049,"Acquisto 1 REALTY INCOME CORPORAT@59,7 USD (US7561091049)",,USD,-59.70,USD,-59.70,b6e11420-a5c7-4ce1-bd99-edc94f9c20a8
18-12-2020,11:00,18-12-2020,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,13 EUR",,,,EUR,265.37,
18-12-2020,11:00,18-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.13,EUR,265.24,
17-12-2020,08:11,16-12-2020,,,Prelievo FX,,EUR,0.13,EUR,265.37,
17-12-2020,08:11,16-12-2020,,,Prelievo FX,1.2212,USD,-0.16,USD,0.00,
16-12-2020,08:49,15-12-2020,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.23,USD,0.16,
16-12-2020,08:49,15-12-2020,REALTY INCOME CORPORAT,US7561091049,Ritenuta sul dividendo,,USD,-0.07,USD,-0.07,
02-12-2020,13:17,02-12-2020,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 0,4 EUR",,,,EUR,265.24,
02-12-2020,13:17,02-12-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,0.40,EUR,265.64,
01-12-2020,10:54,30-11-2020,,,DEGIRO Exchange Connection Fee 2020 (Euronext Paris - EPA),,EUR,-0.09,EUR,265.24,
01-12-2020,10:54,30-11-2020,,,DEGIRO Exchange Connection Fee 2020 (New York Stock Exchange - NSY),,EUR,-0.09,EUR,265.33,
01-12-2020,10:54,30-11-2020,,,DEGIRO Exchange Connection Fee 2020 (Nasdaq - NDQ),,EUR,-0.09,EUR,265.42,
01-12-2020,10:54,30-11-2020,,,DEGIRO Exchange Connection Fee 2020 (NYSE American - ASE),,EUR,-0.09,EUR,265.51,
01-12-2020,10:54,30-11-2020,,,DEGIRO Exchange Connection Fee 2020 (Euronext Amsterdam - EAM),,EUR,-0.09,EUR,265.60,
01-12-2020,08:13,30-11-2020,,,Prelievo FX,,EUR,0.05,EUR,265.69,
01-12-2020,08:13,30-11-2020,,,Prelievo FX,1.1942,USD,-0.06,USD,0.00,
01-12-2020,06:22,30-11-2020,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.09,USD,0.06,
01-12-2020,06:22,30-11-2020,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,-0.03,
30-11-2020,12:00,30-11-2020,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,31 EUR",,,,EUR,265.64,
30-11-2020,12:00,30-11-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.31,EUR,265.33,
27-11-2020,07:57,26-11-2020,,,Prelievo FX,,EUR,0.31,EUR,265.64,
27-11-2020,07:57,26-11-2020,,,Prelievo FX,1.1925,USD,-0.38,USD,0.00,
26-11-2020,11:15,26-11-2020,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 19,17 EUR",,,,EUR,265.33,
26-11-2020,11:15,26-11-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,19.17,EUR,284.50,
26-11-2020,08:51,25-11-2020,ISHARES GLOBAL WATER UCITS ETF,IE00B1TXK627,Dividendo,,USD,0.38,USD,0.38,
25-11-2020,21:24,25-11-2020,FRANKLIN RESOURCES IN,US3546131018,Credito FX,1.1909,USD,22.24,USD,0.00,849fa820-fb5d-47d0-93a9-99cfce18e964
25-11-2020,21:24,25-11-2020,FRANKLIN RESOURCES IN,US3546131018,Prelievo FX,,EUR,-18.67,EUR,265.33,849fa820-fb5d-47d0-93a9-99cfce18e964
25-11-2020,21:24,25-11-2020,FRANKLIN RESOURCES IN,US3546131018,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,284.00,849fa820-fb5d-47d0-93a9-99cfce18e964
25-11-2020,21:24,25-11-2020,FRANKLIN RESOURCES IN,US3546131018,"Acquisto 1 FRANKLIN RESOURCES IN@22,24 USD (US3546131018)",,USD,-22.24,USD,-22.24,849fa820-fb5d-47d0-93a9-99cfce18e964
25-11-2020,12:46,25-11-2020,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 32,99 EUR",,,,EUR,284.50,
25-11-2020,12:46,25-11-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,32.99,EUR,317.49,
24-11-2020,18:10,24-11-2020,KIRKLAND LAKE GOLD LTD,CA49741E1007,Credito FX,1.1855,USD,38.52,USD,0.00,8253f776-d2f3-4f22-813f-
,,,,,,,,,,,4a83f92f5736
24-11-2020,18:10,24-11-2020,KIRKLAND LAKE GOLD LTD,CA49741E1007,Prelievo FX,,EUR,-32.49,EUR,284.50,8253f776-d2f3-4f22-813f-4a83f92f5736
24-11-2020,18:10,24-11-2020,KIRKLAND LAKE GOLD LTD,CA49741E1007,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,316.99,8253f776-d2f3-4f22-813f-4a83f92f5736
24-11-2020,18:10,24-11-2020,KIRKLAND LAKE GOLD LTD,CA49741E1007,"Acquisto 1 KIRKLAND LAKE GOLD LTD@38,52 USD (CA49741E1007)",,USD,-38.52,USD,-38.52,8253f776-d2f3-4f22-813f-4a83f92f5736
19-11-2020,13:15,19-11-2020,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 7,05 EUR",,,,EUR,317.49,
19-11-2020,13:15,19-11-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-7.05,EUR,310.44,
18-11-2020,17:31,18-11-2020,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,13 EUR",,,,EUR,317.49,
18-11-2020,17:31,18-11-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.13,EUR,317.36,
18-11-2020,17:29,18-11-2020,STONEMOR INC. COMMON STOCK,US86184W1062,Prelievo FX,1.1877,USD,-9.00,USD,0.00,736aba6e-2d53-41e2-9218-417cc0eb3cc7
18-11-2020,17:29,18-11-2020,STONEMOR INC. COMMON STOCK,US86184W1062,Credito FX,,EUR,7.58,EUR,317.49,736aba6e-2d53-41e2-9218-417cc0eb3cc7
18-11-2020,17:29,18-11-2020,STONEMOR INC. COMMON STOCK,US86184W1062,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.03,EUR,309.91,736aba6e-2d53-41e2-9218-417cc0eb3cc7
18-11-2020,17:29,18-11-2020,STONEMOR INC. COMMON STOCK,US86184W1062,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,309.94,736aba6e-2d53-41e2-9218-417cc0eb3cc7
18-11-2020,17:29,18-11-2020,STONEMOR INC. COMMON STOCK,US86184W1062,Vendita 9 STONEMOR INC. COMMON STOCK@1 USD (US86184W1062),,USD,9.00,USD,9.00,736aba6e-2d53-41e2-9218-417cc0eb3cc7
18-11-2020,15:57,17-11-2020,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 9,19 EUR",,,,EUR,310.44,
18-11-2020,15:57,17-11-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,9.19,EUR,319.63,
17-11-2020,08:06,16-11-2020,,,Prelievo FX,,EUR,0.13,EUR,310.44,
17-11-2020,08:06,16-11-2020,,,Prelievo FX,1.1866,USD,-0.16,USD,0.00,
16-11-2020,17:41,16-11-2020,ADVANCED EMISSIONS SOL,US00770C1018,Credito FX,1.1826,USD,10.26,USD,0.16,53324506-3d3b-4782-a62d-fd133d3eb0bb
16-11-2020,17:41,16-11-2020,ADVANCED EMISSIONS SOL,US00770C1018,Prelievo FX,,EUR,-8.68,EUR,310.31,53324506-3d3b-4782-a62d-fd133d3eb0bb
16-11-2020,17:41,16-11-2020,ADVANCED EMISSIONS SOL,US00770C1018,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,318.99,53324506-3d3b-4782-a62d-fd133d3eb0bb
16-11-2020,17:41,16-11-2020,ADVANCED EMISSIONS SOL,US00770C1018,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,319.00,53324506-3d3b-4782-a62d-fd133d3eb0bb
16-11-2020,17:41,16-11-2020,ADVANCED EMISSIONS SOL,US00770C1018,"Acquisto 2 ADVANCED EMISSIONS SOL@5,13 USD (US00770C1018)",,USD,-10.26,USD,-10.10,53324506-3d3b-4782-a62d-fd133d3eb0bb
16-11-2020,08:05,13-11-2020,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.23,USD,0.16,
16-11-2020,08:05,13-11-2020,REALTY INCOME CORPORAT,US7561091049,Ritenuta sul dividendo,,USD,-0.07,USD,-0.07,
03-11-2020,11:45,03-11-2020,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 1,63 EUR",,,,EUR,319.50,
03-11-2020,11:45,03-11-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,1.63,EUR,321.13,
02-11-2020,12:50,31-10-2020,,,DEGIRO Exchange Connection Fee 2020 (NYSE American - ASE),,EUR,-1.94,EUR,319.50,
01-11-2020,07:45,30-10-2020,,,Prelievo FX,,EUR,0.31,EUR,321.44,
01-11-2020,07:45,30-10-2020,,,Prelievo FX,1.1659,USD,-0.37,USD,0.00,
31-10-2020,08:09,30-10-2020,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.09,USD,0.37,
31-10-2020,08:09,30-10-2020,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,0.28,
31-10-2020,08:08,30-10-2020,RITHM CAPITAL CORP,US64828T2015,Dividendo,,USD,0.45,USD,0.31,
31-10-2020,08:08,30-10-2020,RITHM CAPITAL CORP,US64828T2015,Ritenuta sul dividendo,,USD,-0.14,USD,-0.14,
29-10-2020,11:45,29-10-2020,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 27,84 EUR",,,,EUR,321.13,
29-10-2020,11:45,29-10-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,27.84,EUR,348.97,
28-10-2020,14:30,28-10-2020,OSISKO GOLD ROYALTIES,CA68827L1013,Credito FX,1.1721,USD,11.70,USD,0.00,6cfbc4fd-5bec-4c5b-aac6-a3dad7f32636
28-10-2020,14:30,28-10-2020,OSISKO GOLD ROYALTIES,CA68827L1013,Prelievo FX,,EUR,-9.98,EUR,321.13,6cfbc4fd-5bec-4c5b-aac6-a3dad7f32636
28-10-2020,14:30,28-10-2020,OSISKO GOLD ROYALTIES,CA68827L1013,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,331.11,6cfbc4fd-5bec-4c5b-aac6-a3dad7f32636
28-10-2020,14:30,28-10-2020,OSISKO GOLD ROYALTIES,CA68827L1013,"Acquisto 1 OSISKO GOLD ROYALTIES@11,7 USD (CA68827L1013)",,USD,-11.70,USD,-11.70,6cfbc4fd-5bec-4c5b-aac6-a3dad7f32636
28-10-2020,14:30,28-10-2020,AMERICAS GOLD AND SILVER CORPORATION,CA03062D1006,Credito FX,1.1720,USD,2.56,USD,0.00,8971cdf7-bc8a-473a-a7a8-fd95d945a16d
28-10-2020,14:30,28-10-2020,AMERICAS GOLD AND SILVER CORPORATION,CA03062D1006,Prelievo FX,,EUR,-2.18,EUR,331.61,8971cdf7-bc8a-473a-a7a8-fd95d945a16d
28-10-2020,14:30,28-10-2020,AMERICAS GOLD AND SILVER CORPORATION,CA03062D1006,Credito FX,1.1720,USD,2.56,USD,-2.56,8971cdf7-bc8a-473a-a7a8-fd95d945a16d
28-10-2020,14:30,28-10-2020,AMERICAS GOLD AND SILVER CORPORATION,CA03062D1006,Prelievo FX,,EUR,-2.18,EUR,333.79,8971cdf7-bc8a-473a-a7a8-fd95d945a16d
28-10-2020,14:30,28-10-2020,AMERICAS GOLD AND SILVER CORPORATION,CA03062D1006,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,335.97,8971cdf7-bc8a-473a-a7a8-fd95d945a16d
28-10-2020,14:30,28-10-2020,AMERICAS GOLD AND SILVER CORPORATION,CA03062D1006,"Acquisto 1 AMERICAS GOLD AND SILVER CORPORATION COMMON SHARES@2,56 USD (CA03062D1006)",,USD,-2.56,USD,-5.12,8971cdf7-bc8a-473a-a7a8-fd95d945a16d
28-10-2020,14:30,28-10-2020,AMERICAS GOLD AND SILVER CORPORATION,CA03062D1006,"Acquisto 1 AMERICAS GOLD AND SILVER CORPORATION COMMON SHARES@2,56 USD (CA03062D1006)",,USD,-2.56,USD,-2.56,8971cdf7-bc8a-473a-a7a8-fd95d945a16d
28-10-2020,09:00,28-10-2020,ENI .,IT0003132476,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,336.47,54b7d6f4-9628-48ba-8c12-019d2f4ab8f9
28-10-2020,09:00,28-10-2020,ENI .,IT0003132476,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,336.48,54b7d6f4-9628-48ba-8c12-019d2f4ab8f9
28-10-2020,09:00,28-10-2020,ENI .,IT0003132476,Imposta sulle Transazioni Finanziarie Italiana,,EUR,-0.01,EUR,336.98,54b7d6f4-9628-48ba-8c12-019d2f4ab8f9
28-10-2020,09:00,28-10-2020,ENI .,IT0003132476,Acquisto 2 ENI .@6 EUR (IT0003132476),,EUR,-12.00,EUR,336.99,54b7d6f4-9628-48ba-8c12-019d2f4ab8f9
28-10-2020,07:29,27-10-2020,,,Prelievo FX,,EUR,0.02,EUR,348.99,
28-10-2020,07:29,27-10-2020,,,Prelievo FX,1.1806,USD,-0.03,USD,0.00,
27-10-2020,12:15,27-10-2020,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 51,99 EUR",,,,EUR,348.97,
27-10-2020,12:15,27-10-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,51.99,EUR,400.96,
27-10-2020,07:22,26-10-2020,GENERAL ELECTRIC COMPA,US3696041033,Dividendo,,USD,0.04,USD,0.03,
27-10-2020,07:22,26-10-2020,GENERAL ELECTRIC COMPA,US3696041033,Ritenuta sul dividendo,,USD,-0.01,USD,-0.01,
26-10-2020,16:50,26-10-2020,WISDOMTREE GLOBAL QUALITY DIVIDEND,IE00BZ56SW52,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,348.97,5ccfb074-a188-4e45-8e11-ed917831bc5c
26-10-2020,16:50,26-10-2020,WISDOMTREE GLOBAL QUALITY DIVIDEND,IE00BZ56SW52,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-2.00,EUR,348.98,5ccfb074-a188-4e45-8e11-ed917831bc5c
26-10-2020,16:50,26-10-2020,WISDOMTREE GLOBAL QUALITY DIVIDEND,IE00BZ56SW52,"Acquisto 2 WisdomTree Global Quality Dividend Growth UCITS ETF USD Acc@23,04 EUR (IE00BZ56SW52)",,EUR,-46.08,EUR,350.98,5ccfb074-a188-4e45-8e11-ed917831bc5c
26-10-2020,14:30,26-10-2020,MANNKIND CORP,US56400P7069,Credito FX,1.1808,USD,4.00,USD,0.00,97ba17ad-22c4-45f1-957b-c5e16bee075d
26-10-2020,14:30,26-10-2020,MANNKIND CORP,US56400P7069,Prelievo FX,,EUR,-3.39,EUR,397.06,97ba17ad-22c4-45f1-957b-c5e16bee075d
26-10-2020,14:30,26-10-2020,MANNKIND CORP,US56400P7069,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,400.45,97ba17ad-22c4-45f1-957b-c5e16bee075d
26-10-2020,14:30,26-10-2020,MANNKIND CORP,US56400P7069,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,400.46,97ba17ad-22c4-45f1-957b-c5e16bee075d
26-10-2020,14:30,26-10-2020,MANNKIND CORP,US56400P7069,Acquisto 2 MANNKIND CORP@2 USD (US56400P7069),,USD,-4.00,USD,-4.00,97ba17ad-22c4-45f1-957b-c5e16bee075d
14-10-2020,14:45,14-10-2020,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 53,31 EUR",,,,EUR,400.96,
14-10-2020,14:45,14-10-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,53.31,EUR,454.27,
13-10-2020,16:30,13-10-2020,REALTY INCOME CORPORAT,US7561091049,Credito FX,1.1739,USD,62.00,USD,0.00,8bed6c73-13db-407c-a8c1-935de3d61bab
13-10-2020,16:30,13-10-2020,REALTY INCOME CORPORAT,US7561091049,Prelievo FX,,EUR,-52.81,EUR,400.96,8bed6c73-13db-407c-a8c1-935de3d61bab
13-10-2020,16:30,13-10-2020,REALTY INCOME CORPORAT,US7561091049,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,453.77,8bed6c73-13db-407c-a8c1-935de3d61bab
13-10-2020,16:30,13-10-2020,REALTY INCOME CORPORAT,US7561091049,Acquisto 1 REALTY INCOME CORPORAT@62 USD (US7561091049),,USD,-62.00,USD,-62.00,8bed6c73-13db-407c-a8c1-935de3d61bab
13-10-2020,14:15,13-10-2020,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 16,01 EUR",,,,EUR,454.27,
13-10-2020,14:15,13-10-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-16.01,EUR,438.26,
12-10-2020,12:57,12-10-2020,AMUNDI CAC 40 DAILY (2X) LEVERAGED,FR0010592014,"Vendita 1 Amundi CAC 40 Daily (2X) Leveraged UCITS ETF Acc@16,01 EUR (FR0010592014)",,EUR,16.01,EUR,454.27,ca85f4ce-32db-443d-b7c8-649766101733
02-10-2020,13:15,02-10-2020,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,05 EUR",,,,EUR,438.26,
02-10-2020,13:15,02-10-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.05,EUR,438.21,
01-10-2020,10:00,30-09-2020,,,Flatex Interest,,EUR,-0.28,EUR,438.26,
01-10-2020,08:34,30-09-2020,,,Prelievo FX,,EUR,0.05,EUR,438.54,
01-10-2020,08:34,30-09-2020,,,Prelievo FX,1.1732,USD,-0.06,USD,0.00,
01-10-2020,06:35,30-09-2020,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.09,USD,0.06,
01-10-2020,06:35,30-09-2020,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,-0.03,
25-09-2020,13:00,25-09-2020,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,18 EUR",,,,EUR,438.49,
25-09-2020,13:00,25-09-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.18,EUR,438.31,
24-09-2020,07:13,23-09-2020,ENI .,IT0003132476,Dividendo,,EUR,0.24,EUR,438.49,
24-09-2020,07:13,23-09-2020,ENI .,IT0003132476,Ritenuta sul dividendo,,EUR,-0.06,EUR,438.25,
22-09-2020,12:45,22-09-2020,,,Trasferisci dal tuo conto deposito presso flatexDEGIRO,,,,EUR,438.31,
,,,,,"Bank: 52,25 EUR",,,,,,
22-09-2020,12:45,22-09-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,52.25,EUR,490.56,
21-09-2020,16:15,21-09-2020,ISHARES GLOBAL WATER UCITS ETF,IE00B1TXK627,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-2.00,EUR,438.31,914a912f-96dd-450c-b8f5-227bc2e0169c
21-09-2020,16:15,21-09-2020,ISHARES GLOBAL WATER UCITS ETF,IE00B1TXK627,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.01,EUR,440.31,914a912f-96dd-450c-b8f5-227bc2e0169c
21-09-2020,16:15,21-09-2020,ISHARES GLOBAL WATER UCITS ETF,IE00B1TXK627,"Acquisto 1 ISHARES GLOBAL WATER UCITS ETF@40,34 EUR (IE00B1TXK627)",,EUR,-40.34,EUR,440.32,914a912f-96dd-450c-b8f5-227bc2e0169c
21-09-2020,09:08,21-09-2020,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-2.00,EUR,480.66,5fc38243-5920-4603-9ca0-cf315e21367b
21-09-2020,09:08,21-09-2020,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,"Acquisto 1 ISHARES AUTOMATION & ROBOTICS UCITS ETF@7,9 EUR (IE00BYZK4552)",,EUR,-7.90,EUR,482.66,5fc38243-5920-4603-9ca0-cf315e21367b
18-09-2020,13:00,18-09-2020,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 8,27 EUR",,,,EUR,490.56,
18-09-2020,13:00,18-09-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-8.27,EUR,482.29,
17-09-2020,16:08,17-09-2020,STONEMOR INC. COMMON STOCK,US86184W1062,Prelievo FX,1.1822,USD,-10.40,USD,0.00,72f64e3c-8bb5-447e-9add-b56068ab33d2
17-09-2020,16:08,17-09-2020,STONEMOR INC. COMMON STOCK,US86184W1062,Credito FX,,EUR,8.80,EUR,490.56,72f64e3c-8bb5-447e-9add-b56068ab33d2
17-09-2020,16:08,17-09-2020,STONEMOR INC. COMMON STOCK,US86184W1062,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.50,EUR,481.76,72f64e3c-8bb5-447e-9add-b56068ab33d2
17-09-2020,16:08,17-09-2020,STONEMOR INC. COMMON STOCK,US86184W1062,DEGIRO Commissioni di transazione e/o di terze parti,,EUR,-0.03,EUR,482.26,72f64e3c-8bb5-447e-9add-b56068ab33d2
17-09-2020,16:08,17-09-2020,STONEMOR INC. COMMON STOCK,US86184W1062,"Vendita 10 STONEMOR INC. COMMON STOCK@1,04 USD (US86184W1062)",,USD,10.40,USD,10.40,72f64e3c-8bb5-447e-9add-b56068ab33d2
03-09-2020,14:00,03-09-2020,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 0,23 EUR",,,,EUR,482.29,
03-09-2020,14:00,03-09-2020,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,0.23,EUR,482.52,
02-09-2020,10:13,31-08-2020,,,DEGIRO Exchange Connection Fee 2020 (Euronext Paris - EPA),,EUR,-0.07,EUR,482.29,
02-09-2020,10:13,31-08-2020,,,DEGIRO Exchange Connection Fee 2020 (New York Stock Exchange - NSY),,EUR,-0.07,EUR,482.36,
02-09-2020,10:13,31-08-2020,,,DEGIRO Exchange Connection Fee 2020 (Nasdaq - NDQ),,EUR,-0.07,EUR,482.43,
02-09-2020,10:13,31-08-2020,,,DEGIRO Exchange Connection Fee 2020 (Euronext Amsterdam - EAM),,EUR,-0.07,EUR,482.50,
02-09-2020,08:23,01-09-2020,,,Prelievo FX,,EUR,0.05,EUR,482.57,
02-09-2020,08:23,01-09-2020,,,Prelievo FX,1.1924,USD,-0.06,USD,0.00,
01-09-2020,08:45,31-08-2020,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.09,USD,0.06,
01-09-2020,08:45,31-08-2020,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,-0.03,
20-08-2020,13:45,20-08-2020,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 482,52 EUR",,,,EUR,482.52,
