Data,Ora,Data Valore,Prodotto,ISIN,Descrizione,Borsa,Variazioni,,Saldo,,ID Ordine
20-12-2023,07:01,19-12-2023,,,Prelievo FX,1.1008,USD,-0.41,USD,0.00,
19-12-2023,19:17,19-12-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 2,89 EUR",,,,EUR,894.84,
19-12-2023,19:17,19-12-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-2.89,EUR,891.95,
19-12-2023,08:41,15-12-2023,FUTUREFUEL CORP. COMM,US36116M1062,Dividendo,,USD,0.48,USD,0.41,
19-12-2023,08:41,15-12-2023,FUTUREFUEL CORP. COMM,US36116M1062,Ritenuta sul dividendo,,USD,-0.07,USD,-0.07,
19-12-2023,07:36,18-12-2023,,,Credito FX,,EUR,2.89,EUR,894.84,
19-12-2023,07:36,18-12-2023,,,Prelievo FX,1.0950,USD,-3.17,USD,0.00,
18-12-2023,16:24,30-12-2022,GLADSTONE LAND CORPORA,US3765491010,Capital Return,,USD,0.18,USD,3.17,
18-12-2023,16:24,30-12-2022,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,0.03,USD,2.99,
18-12-2023,16:24,30-12-2022,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,-0.18,USD,2.96,
18-12-2023,16:24,30-11-2022,GLADSTONE LAND CORPORA,US3765491010,Capital Return,,USD,0.18,USD,3.14,
18-12-2023,16:24,30-11-2022,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,-0.18,USD,2.96,
18-12-2023,16:24,30-11-2022,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,0.03,USD,3.14,
18-12-2023,16:24,31-10-2022,GLADSTONE LAND CORPORA,US3765491010,Capital Return,,USD,0.18,USD,3.11,
18-12-2023,16:24,31-10-2022,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,-0.18,USD,2.93,
18-12-2023,16:24,31-10-2022,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,0.03,USD,3.11,
18-12-2023,16:24,30-09-2022,GLADSTONE LAND CORPORA,US3765491010,Capital Return,,USD,0.18,USD,3.08,
18-12-2023,16:24,30-09-2022,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,-0.18,USD,2.90,
18-12-2023,16:24,30-09-2022,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,0.03,USD,3.08,
18-12-2023,16:24,31-08-2022,GLADSTONE LAND CORPORA,US3765491010,Capital Return,,USD,0.18,USD,3.05,
18-12-2023,16:24,31-08-2022,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,0.03,USD,2.87,
18-12-2023,16:24,31-08-2022,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,-0.18,USD,2.84,
18-12-2023,16:24,29-07-2022,GLADSTONE LAND CORPORA,US3765491010,Capital Return,,USD,0.18,USD,3.02,
18-12-2023,16:24,29-07-2022,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,-0.18,USD,2.84,
18-12-2023,16:24,29-07-2022,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,0.03,USD,3.02,
18-12-2023,16:24,30-06-2022,GLADSTONE LAND CORPORA,US3765491010,Capital Return,,USD,0.18,USD,2.99,
18-12-2023,16:24,30-06-2022,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,-0.18,USD,2.81,
18-12-2023,16:24,30-06-2022,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,0.03,USD,2.99,
18-12-2023,16:24,31-05-2022,GLADSTONE LAND CORPORA,US3765491010,Capital Return,,USD,0.18,USD,2.96,
18-12-2023,16:24,31-05-2022,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,0.03,USD,2.78,
18-12-2023,16:24,31-05-2022,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,-0.18,USD,2.75,
18-12-2023,16:23,29-04-2022,GLADSTONE LAND CORPORA,US3765491010,Capital Return,,USD,0.18,USD,2.93,
18-12-2023,16:23,29-04-2022,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,-0.18,USD,2.75,
18-12-2023,16:23,29-04-2022,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,0.03,USD,2.93,
18-12-2023,16:23,31-03-2022,GLADSTONE LAND CORPORA,US3765491010,Capital Return,,USD,0.18,USD,2.90,
18-12-2023,16:23,31-03-2022,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,-0.18,USD,2.72,
18-12-2023,16:23,31-03-2022,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,0.03,USD,2.90,
18-12-2023,16:23,28-02-2022,GLADSTONE LAND CORPORA,US3765491010,Capital Return,,USD,0.18,USD,2.87,
18-12-2023,16:23,28-02-2022,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,-0.18,USD,2.69,
18-12-2023,16:23,28-02-2022,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,0.03,USD,2.87,
18-12-2023,16:23,31-01-2022,GLADSTONE LAND CORPORA,US3765491010,Capital Return,,USD,0.18,USD,2.84,
18-12-2023,16:23,31-01-2022,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,0.03,USD,2.66,
18-12-2023,16:23,31-01-2022,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,-0.18,USD,2.63,
18-12-2023,07:25,15-12-2023,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.77,USD,2.81,
18-12-2023,07:25,15-12-2023,REALTY INCOME CORPORAT,US7561091049,Ritenuta sul dividendo,,USD,-0.12,USD,2.04,
18-12-2023,06:57,15-12-2023,AGNICO EAGLE MINES LIM,CA0084741085,Dividendo,,USD,0.80,USD,2.16,
18-12-2023,06:57,15-12-2023,AGNICO EAGLE MINES LIM,CA0084741085,Ritenuta sul dividendo,,USD,-0.20,USD,1.36,
18-12-2023,06:31,15-12-2023,COCA-COLA COMPANY (THE,US1912161007,Dividendo,,USD,1.84,USD,1.56,
18-12-2023,06:31,15-12-2023,COCA-COLA COMPANY (THE,US1912161007,Ritenuta sul dividendo,,USD,-0.28,USD,-0.28,
06-12-2023,21:06,06-12-2023,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,"CAMBIO DI PRODOTTO: Acquisto 1 iShares Automation & Robotics UCITS ETF USD A@7,9 EUR (IE00BYZK4552)",,EUR,0.00,EUR,891.95,
06-12-2023,21:06,06-12-2023,WISDOMTREE GLOBAL QUALITY DIVIDEND,IE00BZ56SW52,"CAMBIO DI PRODOTTO: Acquisto 2 WisdomTree Global Quality Dividend Growth UCITS ETF USD Acc@23,04 EUR (IE00BZ56SW52)",,EUR,0.00,EUR,891.95,
06-12-2023,20:52,06-12-2023,ISHARES GLOBAL WATER UCITS ETF USD,IE00B1TXK627,"CAMBIO DI PRODOTTO: Acquisto 1 iShares Global Water UCITS ETF USD (Dist)@40,34 EUR (IE00B1TXK627)",,EUR,0.00,EUR,891.95,
06-12-2023,20:39,06-12-2023,ISHARES AUTOMATION & ROBOTICS UCITS,IE00BYZK4552,"CAMBIO DI PRODOTTO: Vendita 1 ISHARES AUTOMATION & ROBOTICS UCITS ETF@7,9 EUR (IE00BYZK4552)",,EUR,0.00,EUR,891.95,
06-12-2023,20:39,06-12-2023,WISDOMTREE GLOBAL QUALITY DIVIDEND,IE00BZ56SW52,"CAMBIO DI PRODOTTO: Vendita 2 WisdomTree Global Quality Dividend Growth UCITS ETF USD Acc@23,04 EUR (IE00BZ56SW52)",,EUR,0.00,EUR,891.95,
06-12-2023,20:36,06-12-2023,ISHARES GLOBAL WATER UCITS ETF,IE00B1TXK627,"CAMBIO DI PRODOTTO: Vendita 1 ISHARES GLOBAL WATER UCITS ETF@40,34 EUR (IE00B1TXK627)",,EUR,0.00,EUR,891.95,
05-12-2023,16:47,05-12-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,7 EUR",,,,EUR,891.95,
05-12-2023,16:47,05-12-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.70,EUR,891.25,
05-12-2023,08:13,04-12-2023,,,Credito FX,,EUR,0.70,EUR,891.95,
05-12-2023,08:13,04-12-2023,,,Prelievo FX,1.0864,USD,-0.76,USD,0.00,
04-12-2023,16:47,04-12-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,15 EUR",,,,EUR,891.25,
04-12-2023,16:47,04-12-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.15,EUR,891.10,
04-12-2023,07:33,01-12-2023,FORD MOTOR COMPANY COM,US3453708600,Ritenuta sul dividendo,,USD,-0.14,USD,0.76,
04-12-2023,07:33,01-12-2023,FORD MOTOR COMPANY COM,US3453708600,Dividendo,,USD,0.90,USD,0.90,
02-12-2023,07:50,01-12-2023,,,Credito FX,,EUR,0.15,EUR,891.25,
02-12-2023,07:50,01-12-2023,,,Prelievo FX,1.0911,USD,-0.16,USD,0.00,
01-12-2023,16:51,01-12-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,44 EUR",,,,EUR,891.10,
01-12-2023,16:51,01-12-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.44,EUR,890.66,
01-12-2023,09:30,30-11-2023,,,Credito FX,,EUR,0.44,EUR,891.10,
01-12-2023,09:30,30-11-2023,,,Prelievo FX,1.0913,USD,-0.48,USD,0.16,
01-12-2023,07:56,30-11-2023,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.19,USD,0.64,
01-12-2023,07:56,30-11-2023,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,0.45,
30-11-2023,06:50,29-11-2023,ISHARES GLOBAL WATER UCITS ETF,IE00B1TXK627,Dividendo,,USD,0.48,USD,0.48,
23-11-2023,16:32,23-11-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,68 EUR",,,,EUR,890.66,
23-11-2023,16:32,23-11-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.68,EUR,889.98,
23-11-2023,07:33,22-11-2023,ENI .,IT0003132476,Ritenuta sul dividendo,,EUR,-0.24,EUR,890.66,
23-11-2023,07:33,22-11-2023,ENI .,IT0003132476,Dividendo,,EUR,0.92,EUR,890.90,
22-11-2023,16:32,22-11-2023,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 0,36 EUR",,,,EUR,889.98,
22-11-2023,16:32,22-11-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,0.36,EUR,890.34,
22-11-2023,07:33,21-11-2023,,,Prelievo FX,,EUR,-0.36,EUR,889.98,
22-11-2023,07:33,21-11-2023,,,Credito FX,1.0884,USD,0.39,USD,0.00,
21-11-2023,09:22,20-11-2023,ADR ON TURKCELL ILETISIM HIZMETLERI,US9001112047,ADR/GDR Commissione Pass-Through,,USD,-0.39,USD,-0.39,
20-11-2023,17:33,20-11-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,93 EUR",,,,EUR,890.34,
20-11-2023,17:33,20-11-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.93,EUR,889.41,
18-11-2023,08:08,17-11-2023,,,Credito FX,,EUR,0.93,EUR,890.34,
18-11-2023,08:08,17-11-2023,,,Prelievo FX,1.0942,USD,-1.02,USD,0.00,
17-11-2023,19:02,17-11-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,6 EUR",,,,EUR,889.41,
17-11-2023,19:02,17-11-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.60,EUR,888.81,
17-11-2023,07:35,16-11-2023,,,Credito FX,,EUR,0.60,EUR,889.41,
17-11-2023,07:35,16-11-2023,,,Prelievo FX,1.0879,USD,-0.65,USD,1.02,
17-11-2023,06:56,16-11-2023,APPLE INC. - COMMON ST,US0378331005,Ritenuta sul dividendo,,USD,-0.18,USD,1.67,
17-11-2023,06:56,16-11-2023,APPLE INC. - COMMON ST,US0378331005,Dividendo,,USD,1.20,USD,1.85,
16-11-2023,07:23,15-11-2023,REALTY INCOME CORPORAT,US7561091049,Ritenuta sul dividendo,,USD,-0.12,USD,0.65,
16-11-2023,07:23,15-11-2023,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.77,USD,0.77,
15-11-2023,23:32,15-11-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,18 EUR",,,,EUR,888.81,
15-11-2023,23:32,15-11-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.18,EUR,888.63,
15-11-2023,08:19,14-11-2023,,,Credito FX,,EUR,0.18,EUR,888.81,
15-11-2023,08:19,14-11-2023,,,Prelievo FX,1.0906,USD,-0.20,USD,0.00,
14-11-2023,08:29,13-11-2023,NAVIOS MARITIME PARTNERS LP COMMON,MHY622674098,Dividendo,,USD,0.20,USD,0.20,
03-11-2023,17:47,03-11-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 7,32 EUR",,,,EUR,888.63,
03-11-2023,17:47,03-11-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-7.32,EUR,881.31,
03-11-2023,08:01,02-11-2023,,,Credito FX,,EUR,7.32,EUR,888.63,
03-11-2023,08:01,02-11-2023,,,Prelievo FX,1.0648,USD,-7.79,USD,0.00,
02-11-2023,17:02,02-11-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,15 EUR",,,,EUR,881.31,
02-11-2023,17:02,02-11-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.15,EUR,881.16,
02-11-2023,07:46,01-11-2023,,,Credito FX,,EUR,0.15,EUR,881.31,
02-11-2023,07:46,01-11-2023,,,Prelievo FX,1.0597,USD,-0.16,USD,7.79,
02-11-2023,07:29,01-11-2023,AT&T INC.,US00206R1023,Dividendo,,USD,9.16,USD,7.95,
02-11-2023,07:29,01-11-2023,AT&T INC.,US00206R1023,Ritenuta sul dividendo,,USD,-1.37,USD,-1.21,
01-11-2023,07:58,31-10-2023,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.19,USD,0.16,
01-11-2023,07:58,31-10-2023,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,-0.03,
31-10-2023,17:17,31-10-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 3,19 EUR",,,,EUR,881.16,
31-10-2023,17:17,31-10-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-3.19,EUR,877.97,
31-10-2023,07:47,30-10-2023,,,Credito FX,,EUR,3.19,EUR,881.16,
31-10-2023,07:47,30-10-2023,,,Prelievo FX,1.0642,USD,-3.40,USD,0.00,
30-10-2023,07:31,27-10-2023,RITHM CAPITAL CORP,US64828T2015,Dividendo,,USD,4.00,USD,3.40,
30-10-2023,07:31,27-10-2023,RITHM CAPITAL CORP,US64828T2015,Ritenuta sul dividendo,,USD,-0.60,USD,-0.60,
24-10-2023,16:47,24-10-2023,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 0,78 EUR",,,,EUR,877.97,
24-10-2023,16:47,24-10-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,0.78,EUR,878.75,
24-10-2023,07:54,23-10-2023,,,Prelievo FX,,EUR,-0.78,EUR,877.97,
24-10-2023,07:54,23-10-2023,,,Credito FX,1.0643,USD,0.83,USD,0.00,
23-10-2023,09:40,20-10-2023,ADR ON FINVOLUTION GROUP,US31810T1016,ADR/GDR Commissione Pass-Through,,USD,-0.83,USD,-0.83,
18-10-2023,17:17,18-10-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,19 EUR",,,,EUR,878.75,
18-10-2023,17:17,18-10-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.19,EUR,878.56,
18-10-2023,07:32,17-10-2023,,,Credito FX,,EUR,0.19,EUR,878.75,
18-10-2023,07:32,17-10-2023,,,Prelievo FX,1.4451,CAD,-0.27,CAD,0.00,
17-10-2023,18:17,17-10-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,85 EUR",,,,EUR,878.56,
17-10-2023,18:17,17-10-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.85,EUR,877.71,
17-10-2023,07:40,16-10-2023,,,Credito FX,,EUR,0.85,EUR,878.56,
17-10-2023,07:40,16-10-2023,,,Prelievo FX,1.0587,USD,-0.90,USD,0.00,
17-10-2023,07:23,16-10-2023,OSISKO GOLD ROYALTIES,CA68827L1013,Dividendo,,CAD,0.36,CAD,0.27,
17-10-2023,07:23,16-10-2023,OSISKO GOLD ROYALTIES,CA68827L1013,Ritenuta sul dividendo,,CAD,-0.09,CAD,-0.09,
16-10-2023,07:41,13-10-2023,FRANKLIN RESOURCES IN,US3546131018,Dividendo,,USD,0.30,USD,0.90,
16-10-2023,07:41,13-10-2023,FRANKLIN RESOURCES IN,US3546131018,Ritenuta sul dividendo,,USD,-0.05,USD,0.60,
16-10-2023,07:25,13-10-2023,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.77,USD,0.65,
16-10-2023,07:25,13-10-2023,REALTY INCOME CORPORAT,US7561091049,Ritenuta sul dividendo,,USD,-0.12,USD,-0.12,
04-10-2023,16:50,04-10-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 1,49 EUR",,,,EUR,877.71,
04-10-2023,16:50,04-10-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-1.49,EUR,876.22,
04-10-2023,07:43,03-10-2023,,,Credito FX,,EUR,1.49,EUR,877.71,
04-10-2023,07:43,03-10-2023,,,Prelievo FX,1.0493,USD,-1.56,USD,0.00,
03-10-2023,18:50,03-10-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 3,06 EUR",,,,EUR,876.22,
03-10-2023,18:50,03-10-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-3.06,EUR,873.16,
03-10-2023,08:30,02-10-2023,COCA-COLA COMPANY (THE,US1912161007,Dividendo,,USD,1.84,USD,1.56,
03-10-2023,08:30,02-10-2023,COCA-COLA COMPANY (THE,US1912161007,Ritenuta sul dividendo,,USD,-0.28,USD,-0.28,
03-10-2023,07:41,02-10-2023,,,Credito FX,,EUR,3.06,EUR,876.22,
03-10-2023,07:41,02-10-2023,,,Prelievo FX,1.0504,USD,-3.21,USD,0.00,
02-10-2023,18:50,02-10-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,48 EUR",,,,EUR,873.16,
02-10-2023,18:50,02-10-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.48,EUR,872.68,
02-10-2023,08:20,29-09-2023,FNF GROUP OF FIDELITY,US31620R3030,Dividendo,,USD,3.60,USD,3.21,
02-10-2023,08:20,29-09-2023,FNF GROUP OF FIDELITY,US31620R3030,Ritenuta sul dividendo,,USD,-0.54,USD,-0.39,
02-10-2023,08:17,29-09-2023,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.18,USD,0.15,
02-10-2023,08:17,29-09-2023,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,-0.03,
01-10-2023,14:41,30-09-2023,,,Flatex Interest Income,,EUR,0.00,EUR,873.16,
30-09-2023,07:40,29-09-2023,,,Credito FX,,EUR,0.48,EUR,873.16,
30-09-2023,07:40,29-09-2023,,,Prelievo FX,1.0599,USD,-0.51,USD,0.00,
30-09-2023,05:10,29-09-2023,OUTFRONT MEDIA INC. CO,US69007J1060,Dividendo,,USD,0.60,USD,0.51,
30-09-2023,05:10,29-09-2023,OUTFRONT MEDIA INC. CO,US69007J1060,Ritenuta sul dividendo,,USD,-0.09,USD,-0.09,
21-09-2023,16:50,21-09-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,71 EUR",,,,EUR,872.68,
21-09-2023,16:50,21-09-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.71,EUR,871.97,
21-09-2023,07:44,20-09-2023,ENI .,IT0003132476,Dividendo,,EUR,0.96,EUR,872.68,
21-09-2023,07:44,20-09-2023,ENI .,IT0003132476,Ritenuta sul dividendo,,EUR,-0.25,EUR,871.72,
19-09-2023,17:05,19-09-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,94 EUR",,,,EUR,871.97,
19-09-2023,17:05,19-09-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.94,EUR,871.03,
19-09-2023,07:36,18-09-2023,,,Credito FX,,EUR,0.94,EUR,871.97,
19-09-2023,07:36,18-09-2023,,,Prelievo FX,1.0718,USD,-1.01,USD,0.00,
18-09-2023,19:35,18-09-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,62 EUR",,,,EUR,871.03,
18-09-2023,19:35,18-09-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.62,EUR,870.41,
18-09-2023,11:58,15-09-2023,FUTUREFUEL CORP. COMM,US36116M1062,Dividendo,,USD,0.48,USD,1.01,
18-09-2023,11:58,15-09-2023,FUTUREFUEL CORP. COMM,US36116M1062,Ritenuta sul dividendo,,USD,-0.07,USD,0.53,
18-09-2023,07:48,15-09-2023,AGNICO EAGLE MINES LIM,CA0084741085,Dividendo,,USD,0.80,USD,0.60,
18-09-2023,07:48,15-09-2023,AGNICO EAGLE MINES LIM,CA0084741085,Ritenuta sul dividendo,,USD,-0.20,USD,-0.20,
17-09-2023,07:39,15-09-2023,,,Credito FX,,EUR,0.62,EUR,871.03,
17-09-2023,07:39,15-09-2023,,,Prelievo FX,1.0684,USD,-0.66,USD,0.00,
17-09-2023,01:10,15-09-2023,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.77,USD,0.66,
17-09-2023,01:10,15-09-2023,REALTY INCOME CORPORAT,US7561091049,Ritenuta sul dividendo,,USD,-0.11,USD,-0.11,
05-09-2023,16:50,05-09-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,7 EUR",,,,EUR,870.41,
05-09-2023,16:50,05-09-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.70,EUR,869.71,
05-09-2023,07:41,04-09-2023,,,Credito FX,,EUR,0.70,EUR,870.41,
05-09-2023,07:41,04-09-2023,,,Prelievo FX,1.0823,USD,-0.76,USD,0.00,
04-09-2023,17:35,04-09-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,14 EUR",,,,EUR,869.71,
04-09-2023,17:35,04-09-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.14,EUR,869.57,
04-09-2023,07:37,01-09-2023,FORD MOTOR COMPANY COM,US3453708600,Dividendo,,USD,0.90,USD,0.76,
04-09-2023,07:37,01-09-2023,FORD MOTOR COMPANY COM,US3453708600,Ritenuta sul dividendo,,USD,-0.14,USD,-0.14,
02-09-2023,08:36,01-09-2023,,,Credito FX,,EUR,0.14,EUR,869.71,
02-09-2023,08:36,01-09-2023,,,Prelievo FX,1.0806,USD,-0.15,USD,0.00,
01-09-2023,07:15,31-08-2023,GLADSTONE LAND CORPORA,US3765491010,Dividendo,,USD,0.18,USD,0.15,
01-09-2023,07:15,31-08-2023,GLADSTONE LAND CORPORA,US3765491010,Ritenuta sul dividendo,,USD,-0.03,USD,-0.03,
23-08-2023,16:19,23-08-2023,,,"Trasferisci dal tuo conto deposito presso flatexDEGIRO Bank: 1,28 EUR",,,,EUR,869.57,
23-08-2023,16:19,23-08-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,1.28,EUR,870.85,
23-08-2023,07:34,22-08-2023,,,Prelievo FX,,EUR,-1.28,EUR,869.57,
23-08-2023,07:34,22-08-2023,,,Credito FX,1.0819,USD,1.38,USD,0.00,
22-08-2023,15:55,21-08-2023,ADR ON AMBOW EDUCATION HOLDING LTD,US02322P2002,ADR/GDR Commissione Pass-Through,,USD,-1.38,USD,-1.38,
19-08-2023,07:34,18-08-2023,,,Credito FX,,EUR,0.18,EUR,870.85,
19-08-2023,07:34,18-08-2023,,,Prelievo FX,1.0900,USD,-0.20,USD,0.00,
19-08-2023,07:34,18-08-2023,,,Prelievo FX,,EUR,-0.18,EUR,870.67,
19-08-2023,07:34,18-08-2023,,,Credito FX,1.4719,CAD,0.27,CAD,0.00,
18-08-2023,16:50,18-08-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,94 EUR",,,,EUR,870.85,
18-08-2023,16:50,18-08-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.94,EUR,869.91,
18-08-2023,08:51,17-08-2023,,,Credito FX,,EUR,0.94,EUR,870.85,
18-08-2023,08:51,17-08-2023,,,Prelievo FX,1.0899,USD,-1.02,USD,0.20,
18-08-2023,07:45,14-07-2023,OSISKO GOLD ROYALTIES,CA68827L1013,Dividendo,,USD,0.27,USD,1.22,
18-08-2023,07:45,14-07-2023,OSISKO GOLD ROYALTIES,CA68827L1013,Ritenuta sul dividendo,,USD,-0.07,USD,0.95,
18-08-2023,07:40,14-07-2023,OSISKO GOLD ROYALTIES,CA68827L1013,Dividendo,,CAD,-0.36,CAD,-0.27,
18-08-2023,07:40,14-07-2023,OSISKO GOLD ROYALTIES,CA68827L1013,Ritenuta sul dividendo,,CAD,0.09,CAD,0.09,
18-08-2023,06:20,17-08-2023,APPLE INC. - COMMON ST,US0378331005,Dividendo,,USD,1.20,USD,1.02,
18-08-2023,06:20,17-08-2023,APPLE INC. - COMMON ST,US0378331005,Ritenuta sul dividendo,,USD,-0.18,USD,-0.18,
17-08-2023,16:50,17-08-2023,,,"Trasferisci sul tuo conto deposito presso flatexDEGIRO Bank: 0,61 EUR",,,,EUR,869.91,
17-08-2023,16:50,17-08-2023,FLATEX EURO BANKACCOUNT,NLFLATEXACNT,Degiro Cash Sweep Transfer,,EUR,-0.61,EUR,869.30,
17-08-2023,07:37,16-08-2023,,,Credito FX,,EUR,0.61,EUR,869.91,
17-08-2023,07:37,16-08-2023,,,Prelievo FX,1.0906,USD,-0.66,USD,0.00,
16-08-2023,06:46,15-08-2023,REALTY INCOME CORPORAT,US7561091049,Dividendo,,USD,0.77,USD,0.66,
